Lat,Lon,Country
-2.25,21.75,DR Congo
-2.25,22.5,DR Congo
-2.25,23.25,DR Congo
-2.25,24.0,DR Congo
-2.25,24.75,DR Congo
-2.25,25.5,DR Congo
-2.25,26.25,DR Congo
-2.25,27.0,DR Congo
-2.25,27.75,DR Congo
-2.25,28.5,DR Congo
-2.25,29.25,Rwanda
-2.25,30.0,Rwanda
-2.25,30.75,Rwanda
-2.25,31.5,Tanzania
-2.25,32.25,Tanzania
-2.25,33.0,Tanzania
-2.25,33.75,Tanzania
-2.25,34.5,Tanzania
-2.25,35.25,Tanzania
-2.25,36.0,Tanzania
-2.25,36.75,Kenya
-2.25,37.5,Kenya
-2.25,38.25,Kenya
-2.25,39.0,Kenya
-2.25,39.75,Kenya
-2.25,40.5,Kenya
-1.5,9.0,Gabon
-1.5,9.75,Gabon
-1.5,10.5,Gabon
-1.5,11.25,Gabon
-1.5,12.0,Gabon
-1.5,12.75,Gabon
-1.5,13.5,Gabon
-1.5,14.25,Gabon
-1.5,15.0,Congo-Brazzaville
-1.5,15.75,Congo-Brazzaville
-1.5,16.5,Congo-Brazzaville
-1.5,17.25,DR Congo
-1.5,18.0,DR Congo
-1.5,18.75,DR Congo
-1.5,19.5,DR Congo
-1.5,20.25,DR Congo
-1.5,21.0,DR Congo
-1.5,21.75,DR Congo
-1.5,22.5,DR Congo
-1.5,23.25,DR Congo
-1.5,24.0,DR Congo
-1.5,24.75,DR Congo
-1.5,25.5,DR Congo
-1.5,26.25,DR Congo
-1.5,27.0,DR Congo
-1.5,27.75,DR Congo
-1.5,28.5,DR Congo
-1.5,29.25,DR Congo
-1.5,30.0,Rwanda
-1.5,30.75,Tanzania
-1.5,31.5,Tanzania
-1.5,32.25,Tanzania
-1.5,33.0,Tanzania
-1.5,33.75,Tanzania
-1.5,34.5,Tanzania
-1.5,35.25,Kenya
-1.5,36.0,Kenya
-1.5,36.75,Kenya
-1.5,37.5,Kenya
-1.5,38.25,Kenya
-1.5,39.0,Kenya
-1.5,39.75,Kenya
-1.5,40.5,Kenya
-1.5,41.25,Kenya
-0.75,9.0,Gabon
-0.75,9.75,Gabon
-0.75,10.5,Gabon
-0.75,11.25,Gabon
-0.75,12.0,Gabon
-0.75,12.75,Gabon
-0.75,13.5,Gabon
-0.75,14.25,Gabon
-0.75,15.0,Congo-Brazzaville
-0.75,15.75,Congo-Brazzaville
-0.75,16.5,Congo-Brazzaville
-0.75,17.25,Congo-Brazzaville
-0.75,18.0,DR Congo
-0.75,18.75,DR Congo
-0.75,19.5,DR Congo
-0.75,20.25,DR Congo
-0.75,21.0,DR Congo
-0.75,21.75,DR Congo
-0.75,22.5,DR Congo
-0.75,23.25,DR Congo
-0.75,24.0,DR Congo
-0.75,24.75,DR Congo
-0.75,25.5,DR Congo
-0.75,26.25,DR Congo
-0.75,27.0,DR Congo
-0.75,27.75,DR Congo
-0.75,28.5,DR Congo
-0.75,29.25,DR Congo
-0.75,30.0,Uganda
-0.75,30.75,Uganda
-0.75,31.5,Uganda
-0.75,32.25,Uganda
-0.75,33.0,Tanzania
-0.75,33.75,Kenya
-0.75,34.5,Kenya
-0.75,35.25,Kenya
-0.75,36.0,Kenya
-0.75,36.75,Kenya
-0.75,37.5,Kenya
-0.75,38.25,Kenya
-0.75,39.0,Kenya
-0.75,39.75,Kenya
-0.75,40.5,Kenya
-0.75,41.25,Somalia
-0.75,42.0,Somalia
0.0,6.75,São Tomé and Príncipe
0.0,9.75,Gabon
0.0,10.5,Gabon
0.0,11.25,Gabon
0.0,12.0,Gabon
0.0,12.75,Gabon
0.0,13.5,Gabon
0.0,14.25,Congo-Brazzaville
0.0,15.0,Congo-Brazzaville
0.0,15.75,Congo-Brazzaville
0.0,16.5,Congo-Brazzaville
0.0,17.25,Congo-Brazzaville
0.0,18.0,DR Congo
0.0,18.75,DR Congo
0.0,19.5,DR Congo
0.0,20.25,DR Congo
0.0,21.0,DR Congo
0.0,21.75,DR Congo
0.0,22.5,DR Congo
0.0,23.25,DR Congo
0.0,24.0,DR Congo
0.0,24.75,DR Congo
0.0,25.5,DR Congo
0.0,26.25,DR Congo
0.0,27.0,DR Congo
0.0,27.75,DR Congo
0.0,28.5,DR Congo
0.0,29.25,DR Congo
0.0,30.0,Uganda
0.0,30.75,Uganda
0.0,31.5,Uganda
0.0,32.25,Uganda
0.0,33.0,Uganda
0.0,33.75,Uganda
0.0,34.5,Kenya
0.0,35.25,Kenya
0.0,36.0,Kenya
0.0,36.75,Kenya
0.0,37.5,Kenya
0.0,38.25,Kenya
0.0,39.0,Kenya
0.0,39.75,Kenya
0.0,40.5,Kenya
0.0,41.25,Somalia
0.0,42.0,Somalia
0.0,42.75,Somalia
0.75,9.75,Gabon
0.75,10.5,Gabon
0.75,11.25,Gabon
0.75,12.0,Gabon
0.75,12.75,Gabon
0.75,13.5,Gabon
0.75,14.25,Gabon
0.75,15.0,Congo-Brazzaville
0.75,15.75,Congo-Brazzaville
0.75,16.5,Congo-Brazzaville
0.75,17.25,Congo-Brazzaville
0.75,18.0,Congo-Brazzaville
0.75,18.75,DR Congo
0.75,19.5,DR Congo
0.75,20.25,DR Congo
0.75,21.0,DR Congo
0.75,21.75,DR Congo
0.75,22.5,DR Congo
0.75,23.25,DR Congo
0.75,24.0,DR Congo
0.75,24.75,DR Congo
0.75,25.5,DR Congo
0.75,26.25,DR Congo
0.75,27.0,DR Congo
0.75,27.75,DR Congo
0.75,28.5,DR Congo
0.75,29.25,DR Congo
0.75,30.0,Uganda
0.75,30.75,Uganda
0.75,31.5,Uganda
0.75,32.25,Uganda
0.75,33.0,Uganda
0.75,33.75,Uganda
0.75,34.5,Kenya
0.75,35.25,Kenya
0.75,36.0,Kenya
0.75,36.75,Kenya
0.75,37.5,Kenya
0.75,38.25,Kenya
0.75,39.0,Kenya
0.75,39.75,Kenya
0.75,40.5,Kenya
0.75,41.25,Somalia
0.75,42.0,Somalia
0.75,42.75,Somalia
0.75,43.5,Somalia
1.5,9.75,Equatorial Guinea
1.5,10.5,Equatorial Guinea
1.5,11.25,Equatorial Guinea
1.5,12.0,Gabon
1.5,12.75,Gabon
1.5,13.5,Congo-Brazzaville
1.5,14.25,Gabon
1.5,15.0,Congo-Brazzaville
1.5,15.75,Congo-Brazzaville
1.5,16.5,Congo-Brazzaville
1.5,17.25,Congo-Brazzaville
1.5,18.0,Congo-Brazzaville
1.5,18.75,DR Congo
1.5,19.5,DR Congo
1.5,20.25,DR Congo
1.5,21.0,DR Congo
1.5,21.75,DR Congo
1.5,22.5,DR Congo
1.5,23.25,DR Congo
1.5,24.0,DR Congo
1.5,24.75,DR Congo
1.5,25.5,DR Congo
1.5,26.25,DR Congo
1.5,27.0,DR Congo
1.5,27.75,DR Congo
1.5,28.5,DR Congo
1.5,29.25,DR Congo
1.5,30.0,DR Congo
1.5,30.75,Uganda
1.5,31.5,Uganda
1.5,32.25,Uganda
1.5,33.0,Uganda
1.5,33.75,Uganda
1.5,34.5,Uganda
1.5,35.25,Kenya
1.5,36.0,Kenya
1.5,36.75,Kenya
1.5,37.5,Kenya
1.5,38.25,Kenya
1.5,39.0,Kenya
1.5,39.75,Kenya
1.5,40.5,Kenya
1.5,41.25,Somalia
1.5,42.0,Somalia
1.5,42.75,Somalia
1.5,43.5,Somalia
1.5,44.25,Somalia
2.25,9.75,Equatorial Guinea
2.25,10.5,Cameroon
2.25,11.25,Cameroon
2.25,12.0,Gabon
2.25,12.75,Cameroon
2.25,13.5,Cameroon
2.25,14.25,Cameroon
2.25,15.0,Cameroon
2.25,15.75,Cameroon
2.25,16.5,Congo-Brazzaville
2.25,17.25,Congo-Brazzaville
2.25,18.0,Congo-Brazzaville
2.25,18.75,DR Congo
2.25,19.5,DR Congo
2.25,20.25,DR Congo
2.25,21.0,DR Congo
2.25,21.75,DR Congo
2.25,22.5,DR Congo
2.25,23.25,DR Congo
2.25,24.0,DR Congo
2.25,24.75,DR Congo
2.25,25.5,DR Congo
2.25,26.25,DR Congo
2.25,27.0,DR Congo
2.25,27.75,DR Congo
2.25,28.5,DR Congo
2.25,29.25,DR Congo
2.25,30.0,DR Congo
2.25,30.75,DR Congo
2.25,31.5,Uganda
2.25,32.25,Uganda
2.25,33.0,Uganda
2.25,33.75,Uganda
2.25,34.5,Uganda
2.25,35.25,Kenya
2.25,36.0,Kenya
2.25,36.75,Kenya
2.25,37.5,Kenya
2.25,38.25,Kenya
2.25,39.0,Kenya
2.25,39.75,Kenya
2.25,40.5,Kenya
2.25,41.25,Somalia
2.25,42.0,Somalia
2.25,42.75,Somalia
2.25,43.5,Somalia
2.25,44.25,Somalia
2.25,45.0,Somalia
2.25,45.75,Somalia
3.0,10.5,Cameroon
3.0,11.25,Cameroon
3.0,12.0,Cameroon
3.0,12.75,Cameroon
3.0,13.5,Cameroon
3.0,14.25,Cameroon
3.0,15.0,Cameroon
3.0,15.75,Cameroon
3.0,16.5,Central African Republic
3.0,17.25,Congo-Brazzaville
3.0,18.0,Congo-Brazzaville
3.0,18.75,DR Congo
3.0,19.5,DR Congo
3.0,20.25,DR Congo
3.0,21.0,DR Congo
3.0,21.75,DR Congo
3.0,22.5,DR Congo
3.0,23.25,DR Congo
3.0,24.0,DR Congo
3.0,24.75,DR Congo
3.0,25.5,DR Congo
3.0,26.25,DR Congo
3.0,27.0,DR Congo
3.0,27.75,DR Congo
3.0,28.5,DR Congo
3.0,29.25,DR Congo
3.0,30.0,DR Congo
3.0,30.75,DR Congo
3.0,31.5,Uganda
3.0,32.25,Uganda
3.0,33.0,Uganda
3.0,33.75,Uganda
3.0,34.5,Uganda
3.0,35.25,Kenya
3.0,36.0,Kenya
3.0,36.75,Kenya
3.0,37.5,Kenya
3.0,38.25,Kenya
3.0,39.0,Kenya
3.0,39.75,Kenya
3.0,40.5,Kenya
3.0,41.25,Somalia
3.0,42.0,Somalia
3.0,42.75,Somalia
3.0,43.5,Somalia
3.0,44.25,Somalia
3.0,45.0,Somalia
3.0,45.75,Somalia
3.0,46.5,Somalia
3.75,9.0,Equatorial Guinea
3.75,9.75,Cameroon
3.75,10.5,Cameroon
3.75,11.25,Cameroon
3.75,12.0,Cameroon
3.75,12.75,Cameroon
3.75,13.5,Cameroon
3.75,14.25,Cameroon
3.75,15.0,Cameroon
3.75,15.75,Central African Republic
3.75,16.5,Central African Republic
3.75,17.25,Congo-Brazzaville
3.75,18.0,Central African Republic
3.75,18.75,DR Congo
3.75,19.5,DR Congo
3.75,20.25,DR Congo
3.75,21.0,DR Congo
3.75,21.75,DR Congo
3.75,22.5,DR Congo
3.75,23.25,DR Congo
3.75,24.0,DR Congo
3.75,24.75,DR Congo
3.75,25.5,DR Congo
3.75,26.25,DR Congo
3.75,27.0,DR Congo
3.75,27.75,DR Congo
3.75,28.5,DR Congo
3.75,29.25,DR Congo
3.75,30.0,DR Congo
3.75,30.75,South Sudan
3.75,31.5,South Sudan
3.75,32.25,Uganda
3.75,33.0,Uganda
3.75,33.75,Uganda
3.75,34.5,Kenya
3.75,35.25,Kenya
3.75,36.0,Kenya
3.75,36.75,Kenya
3.75,37.5,Kenya
3.75,38.25,Ethiopia
3.75,39.0,Ethiopia
3.75,39.75,Ethiopia
3.75,40.5,Kenya
3.75,41.25,Kenya
3.75,42.0,Somalia
3.75,42.75,Somalia
3.75,43.5,Somalia
3.75,44.25,Somalia
3.75,45.0,Somalia
3.75,45.75,Somalia
3.75,46.5,Somalia
3.75,47.25,Somalia
4.5,9.0,Cameroon
4.5,9.75,Cameroon
4.5,10.5,Cameroon
4.5,11.25,Cameroon
4.5,12.0,Cameroon
4.5,12.75,Cameroon
4.5,13.5,Cameroon
4.5,14.25,Cameroon
4.5,15.0,Central African Republic
4.5,15.75,Central African Republic
4.5,16.5,Central African Republic
4.5,17.25,Central African Republic
4.5,18.0,Central African Republic
4.5,18.75,Central African Republic
4.5,19.5,DR Congo
4.5,20.25,DR Congo
4.5,21.0,Central African Republic
4.5,21.75,Central African Republic
4.5,22.5,Central African Republic
4.5,23.25,DR Congo
4.5,24.0,DR Congo
4.5,24.75,DR Congo
4.5,25.5,DR Congo
4.5,26.25,DR Congo
4.5,27.0,DR Congo
4.5,27.75,DR Congo
4.5,28.5,South Sudan
4.5,29.25,South Sudan
4.5,30.0,South Sudan
4.5,30.75,South Sudan
4.5,31.5,South Sudan
4.5,32.25,South Sudan
4.5,33.0,South Sudan
4.5,33.75,South Sudan
4.5,34.5,Kenya
4.5,35.25,Kenya
4.5,36.0,Kenya
4.5,36.75,Ethiopia
4.5,37.5,Ethiopia
4.5,38.25,Ethiopia
4.5,39.0,Ethiopia
4.5,39.75,Ethiopia
4.5,40.5,Ethiopia
4.5,41.25,Ethiopia
4.5,42.0,Ethiopia
4.5,43.5,Somalia
4.5,44.25,Somalia
4.5,45.0,Somalia
4.5,45.75,Somalia
4.5,46.5,Somalia
4.5,47.25,Somalia
4.5,48.0,Somalia
5.25,-9.0,Liberia
5.25,-8.25,Liberia
5.25,-7.5,Liberia
5.25,-6.75,Côte d'Ivoire
5.25,-6.0,Côte d'Ivoire
5.25,-5.25,Côte d'Ivoire
5.25,-4.5,Côte d'Ivoire
5.25,-3.75,Côte d'Ivoire
5.25,-3.0,Côte d'Ivoire
5.25,-2.25,Ghana
5.25,-1.5,Ghana
5.25,6.0,Nigeria
5.25,6.75,Nigeria
5.25,7.5,Nigeria
5.25,8.25,Nigeria
5.25,9.0,Cameroon
5.25,9.75,Cameroon
5.25,10.5,Cameroon
5.25,11.25,Cameroon
5.25,12.0,Cameroon
5.25,12.75,Cameroon
5.25,13.5,Cameroon
5.25,14.25,Cameroon
5.25,15.0,Central African Republic
5.25,15.75,Central African Republic
5.25,16.5,Central African Republic
5.25,17.25,Central African Republic
5.25,18.0,Central African Republic
5.25,18.75,Central African Republic
5.25,19.5,Central African Republic
5.25,20.25,Central African Republic
5.25,21.0,Central African Republic
5.25,21.75,Central African Republic
5.25,22.5,Central African Republic
5.25,23.25,Central African Republic
5.25,24.0,Central African Republic
5.25,24.75,Central African Republic
5.25,25.5,Central African Republic
5.25,26.25,Central African Republic
5.25,27.0,Central African Republic
5.25,27.75,South Sudan
5.25,28.5,South Sudan
5.25,29.25,South Sudan
5.25,30.0,South Sudan
5.25,30.75,South Sudan
5.25,31.5,South Sudan
5.25,32.25,South Sudan
5.25,33.0,South Sudan
5.25,33.75,South Sudan
5.25,34.5,South Sudan
5.25,35.25,South Sudan
5.25,36.0,Ethiopia
5.25,36.75,Ethiopia
5.25,37.5,Ethiopia
5.25,38.25,Ethiopia
5.25,39.0,Ethiopia
5.25,39.75,Ethiopia
5.25,40.5,Ethiopia
5.25,41.25,Ethiopia
5.25,42.0,Ethiopia
5.25,42.75,Ethiopia
5.25,43.5,Ethiopia
5.25,44.25,Ethiopia
5.25,45.75,Somalia
5.25,46.5,Somalia
5.25,47.25,Somalia
5.25,48.0,Somalia
6.0,-5.25,Côte d'Ivoire
6.0,-4.5,Côte d'Ivoire
6.0,-3.75,Côte d'Ivoire
6.0,-3.0,Ghana
6.0,-2.25,Ghana
6.0,-1.5,Ghana
6.0,-0.75,Ghana
6.0,0.0,Ghana
6.0,0.75,Ghana
6.0,1.5,Togo
6.0,2.25,Benin
6.0,3.0,Nigeria
6.0,3.75,Nigeria
6.0,4.5,Nigeria
6.0,5.25,Nigeria
6.0,6.0,Nigeria
6.0,6.75,Nigeria
6.0,7.5,Nigeria
6.0,8.25,Nigeria
6.0,9.0,Nigeria
6.0,9.75,Cameroon
6.0,10.5,Cameroon
6.0,11.25,Cameroon
6.0,12.0,Cameroon
6.0,12.75,Cameroon
6.0,13.5,Cameroon
6.0,14.25,Cameroon
6.0,15.0,Central African Republic
6.0,15.75,Central African Republic
6.0,16.5,Central African Republic
6.0,17.25,Central African Republic
6.0,18.0,Central African Republic
6.0,18.75,Central African Republic
6.0,19.5,Central African Republic
6.0,20.25,Central African Republic
6.0,21.0,Central African Republic
6.0,21.75,Central African Republic
6.0,22.5,Central African Republic
6.0,23.25,Central African Republic
6.0,24.0,Central African Republic
6.0,24.75,Central African Republic
6.0,25.5,Central African Republic
6.0,26.25,Central African Republic
6.0,27.0,South Sudan
6.0,27.75,South Sudan
6.0,28.5,South Sudan
6.0,29.25,South Sudan
6.0,30.0,South Sudan
6.0,30.75,South Sudan
6.0,31.5,South Sudan
6.0,32.25,South Sudan
6.0,33.0,South Sudan
6.0,33.75,South Sudan
6.0,34.5,South Sudan
6.0,35.25,Ethiopia
6.0,36.0,Ethiopia
6.0,36.75,Ethiopia
6.0,37.5,Ethiopia
6.0,38.25,Ethiopia
6.0,39.0,Ethiopia
6.0,39.75,Ethiopia
6.0,40.5,Ethiopia
6.0,41.25,Ethiopia
6.0,42.0,Ethiopia
6.0,42.75,Ethiopia
6.0,43.5,Ethiopia
6.0,44.25,Ethiopia
6.0,45.0,Ethiopia
6.0,45.75,Ethiopia
6.0,46.5,Somalia
6.0,47.25,Somalia
6.0,48.0,Somalia
6.0,48.75,Somalia
6.75,-10.5,Liberia
6.75,-9.75,Liberia
6.75,-9.0,Liberia
6.75,-8.25,Côte d'Ivoire
6.75,-7.5,Côte d'Ivoire
6.75,-6.75,Côte d'Ivoire
6.75,-6.0,Côte d'Ivoire
6.75,-5.25,Côte d'Ivoire
6.75,-4.5,Côte d'Ivoire
6.75,-3.75,Côte d'Ivoire
6.75,-3.0,Ghana
6.75,-2.25,Ghana
6.75,-1.5,Ghana
6.75,-0.75,Ghana
6.75,0.0,Ghana
6.75,0.75,Togo
6.75,1.5,Togo
6.75,2.25,Benin
6.75,3.0,Nigeria
6.75,3.75,Nigeria
6.75,4.5,Nigeria
6.75,5.25,Nigeria
6.75,6.0,Nigeria
6.75,6.75,Nigeria
6.75,7.5,Nigeria
6.75,8.25,Nigeria
6.75,9.0,Nigeria
6.75,9.75,Nigeria
6.75,10.5,Cameroon
6.75,11.25,Nigeria
6.75,12.0,Cameroon
6.75,12.75,Cameroon
6.75,13.5,Cameroon
6.75,14.25,Cameroon
6.75,15.75,Central African Republic
6.75,16.5,Central African Republic
6.75,17.25,Central African Republic
6.75,18.0,Central African Republic
6.75,18.75,Central African Republic
6.75,19.5,Central African Republic
6.75,20.25,Central African Republic
6.75,21.0,Central African Republic
6.75,21.75,Central African Republic
6.75,22.5,Central African Republic
6.75,23.25,Central African Republic
6.75,24.0,Central African Republic
6.75,24.75,Central African Republic
6.75,25.5,Central African Republic
6.75,26.25,Central African Republic
6.75,27.0,Central African Republic
6.75,27.75,South Sudan
6.75,28.5,South Sudan
6.75,29.25,South Sudan
6.75,30.0,South Sudan
6.75,30.75,South Sudan
6.75,31.5,South Sudan
6.75,32.25,South Sudan
6.75,33.0,South Sudan
6.75,33.75,South Sudan
6.75,34.5,Ethiopia
6.75,35.25,Ethiopia
6.75,36.0,Ethiopia
6.75,36.75,Ethiopia
6.75,37.5,Ethiopia
6.75,38.25,Ethiopia
6.75,39.0,Ethiopia
6.75,39.75,Ethiopia
6.75,40.5,Ethiopia
6.75,41.25,Ethiopia
6.75,42.0,Ethiopia
6.75,42.75,Ethiopia
6.75,43.5,Ethiopia
6.75,44.25,Ethiopia
6.75,45.0,Ethiopia
6.75,45.75,Ethiopia
6.75,46.5,Ethiopia
6.75,47.25,Somalia
6.75,48.0,Somalia
6.75,48.75,Somalia
7.5,-12.0,Sierra Leone
7.5,-11.25,Sierra Leone
7.5,-10.5,Liberia
7.5,-9.75,Liberia
7.5,-9.0,Guinea
7.5,-8.25,Côte d'Ivoire
7.5,-7.5,Côte d'Ivoire
7.5,-6.75,Côte d'Ivoire
7.5,-6.0,Côte d'Ivoire
7.5,-5.25,Côte d'Ivoire
7.5,-4.5,Côte d'Ivoire
7.5,-3.75,Côte d'Ivoire
7.5,-3.0,Côte d'Ivoire
7.5,-2.25,Ghana
7.5,-1.5,Ghana
7.5,-0.75,Ghana
7.5,0.0,Ghana
7.5,0.75,Togo
7.5,1.5,Togo
7.5,2.25,Benin
7.5,3.0,Nigeria
7.5,3.75,Nigeria
7.5,4.5,Nigeria
7.5,5.25,Nigeria
7.5,6.0,Nigeria
7.5,6.75,Nigeria
7.5,7.5,Nigeria
7.5,8.25,Nigeria
7.5,9.0,Nigeria
7.5,9.75,Nigeria
7.5,10.5,Nigeria
7.5,11.25,Nigeria
7.5,12.0,Cameroon
7.5,12.75,Cameroon
7.5,13.5,Cameroon
7.5,14.25,Cameroon
7.5,15.0,Cameroon
7.5,15.75,Central African Republic
7.5,16.5,Central African Republic
7.5,17.25,Central African Republic
7.5,18.0,Central African Republic
7.5,18.75,Central African Republic
7.5,19.5,Central African Republic
7.5,20.25,Central African Republic
7.5,21.0,Central African Republic
7.5,21.75,Central African Republic
7.5,22.5,Central African Republic
7.5,23.25,Central African Republic
7.5,24.0,Central African Republic
7.5,24.75,South Sudan
7.5,25.5,South Sudan
7.5,26.25,South Sudan
7.5,27.0,South Sudan
7.5,27.75,South Sudan
7.5,28.5,South Sudan
7.5,29.25,South Sudan
7.5,30.0,South Sudan
7.5,30.75,South Sudan
7.5,31.5,South Sudan
7.5,32.25,South Sudan
7.5,33.0,South Sudan
7.5,33.75,South Sudan
7.5,34.5,Ethiopia
7.5,35.25,Ethiopia
7.5,36.0,Ethiopia
7.5,36.75,Ethiopia
7.5,37.5,Ethiopia
7.5,38.25,Ethiopia
7.5,39.0,Ethiopia
7.5,39.75,Ethiopia
7.5,40.5,Ethiopia
7.5,41.25,Ethiopia
7.5,42.0,Ethiopia
7.5,42.75,Ethiopia
7.5,43.5,Ethiopia
7.5,44.25,Ethiopia
7.5,45.0,Ethiopia
7.5,45.75,Ethiopia
7.5,46.5,Ethiopia
7.5,47.25,Ethiopia
7.5,48.0,Somalia
7.5,48.75,Somalia
7.5,49.5,Somalia
8.25,-12.0,Sierra Leone
8.25,-11.25,Sierra Leone
8.25,-10.5,Sierra Leone
8.25,-9.75,Liberia
8.25,-9.0,Guinea
8.25,-8.25,Guinea
8.25,-7.5,Côte d'Ivoire
8.25,-6.75,Côte d'Ivoire
8.25,-6.0,Côte d'Ivoire
8.25,-5.25,Côte d'Ivoire
8.25,-4.5,Côte d'Ivoire
8.25,-3.75,Côte d'Ivoire
8.25,-3.0,Côte d'Ivoire
8.25,-2.25,Ghana
8.25,-1.5,Ghana
8.25,-0.75,Ghana
8.25,0.0,Ghana
8.25,0.75,Togo
8.25,1.5,Togo
8.25,2.25,Benin
8.25,3.0,Nigeria
8.25,3.75,Nigeria
8.25,4.5,Nigeria
8.25,5.25,Nigeria
8.25,6.0,Nigeria
8.25,6.75,Nigeria
8.25,7.5,Nigeria
8.25,8.25,Nigeria
8.25,9.0,Nigeria
8.25,9.75,Nigeria
8.25,10.5,Nigeria
8.25,11.25,Nigeria
8.25,12.0,Nigeria
8.25,12.75,Cameroon
8.25,13.5,Cameroon
8.25,14.25,Cameroon
8.25,15.0,Cameroon
8.25,15.75,Chad
8.25,16.5,Chad
8.25,17.25,Chad
8.25,18.0,Chad
8.25,18.75,Chad
8.25,19.5,Central African Republic
8.25,20.25,Central African Republic
8.25,21.0,Central African Republic
8.25,21.75,Central African Republic
8.25,22.5,Central African Republic
8.25,23.25,Central African Republic
8.25,24.0,Central African Republic
8.25,24.75,South Sudan
8.25,25.5,South Sudan
8.25,26.25,South Sudan
8.25,27.0,South Sudan
8.25,27.75,South Sudan
8.25,28.5,South Sudan
8.25,29.25,South Sudan
8.25,30.0,South Sudan
8.25,30.75,South Sudan
8.25,31.5,South Sudan
8.25,32.25,South Sudan
8.25,33.0,South Sudan
8.25,33.75,Ethiopia
8.25,34.5,Ethiopia
8.25,35.25,Ethiopia
8.25,36.0,Ethiopia
8.25,36.75,Ethiopia
8.25,37.5,Ethiopia
8.25,38.25,Ethiopia
8.25,39.0,Ethiopia
8.25,39.75,Ethiopia
8.25,40.5,Ethiopia
8.25,41.25,Ethiopia
8.25,42.0,Ethiopia
8.25,42.75,Ethiopia
8.25,43.5,Ethiopia
8.25,44.25,Ethiopia
8.25,45.0,Ethiopia
8.25,45.75,Ethiopia
8.25,46.5,Somalia
8.25,47.25,Somalia
8.25,48.0,Somalia
8.25,48.75,Somalia
8.25,49.5,Somalia
9.0,-12.25,Sierra Leone
9.0,-11.5,Sierra Leone
9.0,-10.5,Guinea
9.0,-9.75,Guinea
9.0,-9.0,Guinea
9.0,-8.25,Guinea
9.0,-7.5,Côte d'Ivoire
9.0,-6.75,Côte d'Ivoire
9.0,-6.0,Côte d'Ivoire
9.0,-5.25,Côte d'Ivoire
9.0,-4.5,Côte d'Ivoire
9.0,-3.75,Côte d'Ivoire
9.0,-3.0,Côte d'Ivoire
9.0,-2.25,Ghana
9.0,-1.5,Ghana
9.0,-0.75,Ghana
9.0,0.0,Ghana
9.0,0.75,Togo
9.0,1.5,Togo
9.0,2.25,Benin
9.0,3.0,Nigeria
9.0,3.75,Nigeria
9.0,4.5,Nigeria
9.0,5.25,Nigeria
9.0,6.0,Nigeria
9.0,6.75,Nigeria
9.0,7.5,Nigeria
9.0,8.25,Nigeria
9.0,9.0,Nigeria
9.0,9.75,Nigeria
9.0,10.5,Nigeria
9.0,11.25,Nigeria
9.0,12.0,Nigeria
9.0,13.5,Cameroon
9.0,14.25,Cameroon
9.0,15.0,Chad
9.0,15.75,Chad
9.0,16.5,Chad
9.0,17.25,Chad
9.0,18.0,Chad
9.0,18.75,Chad
9.0,19.5,Central African Republic
9.0,20.25,Central African Republic
9.0,21.0,Central African Republic
9.0,21.75,Central African Republic
9.0,22.5,Central African Republic
9.0,23.25,Central African Republic
9.0,25.5,South Sudan
9.0,26.25,South Sudan
9.0,27.0,South Sudan
9.0,27.75,South Sudan
9.0,28.5,South Sudan
9.0,29.25,South Sudan
9.0,30.0,South Sudan
9.0,30.75,South Sudan
9.0,31.5,South Sudan
9.0,32.25,South Sudan
9.0,33.0,South Sudan
9.0,33.75,South Sudan
9.0,34.5,Ethiopia
9.0,35.25,Ethiopia
9.0,36.0,Ethiopia
9.0,36.75,Ethiopia
9.0,37.5,Ethiopia
9.0,38.25,Ethiopia
9.0,39.0,Ethiopia
9.0,39.75,Ethiopia
9.0,40.5,Ethiopia
9.0,41.25,Ethiopia
9.0,42.0,Ethiopia
9.0,42.75,Ethiopia
9.0,43.5,Ethiopia
9.0,44.25,Somalia
9.0,45.0,Somalia
9.0,45.75,Somalia
9.0,46.5,Somalia
9.0,47.25,Somalia
9.0,48.0,Somalia
9.0,48.75,Somalia
9.0,49.5,Somalia
9.0,50.25,Somalia
9.75,-13.5,Guinea
9.75,-12.75,Guinea
9.75,-12.0,Sierra Leone
9.75,-11.25,Sierra Leone
9.75,-10.5,Guinea
9.75,-9.75,Guinea
9.75,-9.0,Guinea
9.75,-8.25,Guinea
9.75,-7.5,Côte d'Ivoire
9.75,-6.75,Côte d'Ivoire
9.75,-6.0,Côte d'Ivoire
9.75,-5.25,Côte d'Ivoire
9.75,-4.5,Burkina Faso
9.75,-3.75,Côte d'Ivoire
9.75,-3.0,Burkina Faso
9.75,-2.25,Ghana
9.75,-1.5,Ghana
9.75,-0.75,Ghana
9.75,0.0,Ghana
9.75,0.75,Togo
9.75,1.5,Benin
9.75,2.25,Benin
9.75,3.0,Benin
9.75,3.75,Nigeria
9.75,4.5,Nigeria
9.75,5.25,Nigeria
9.75,6.0,Nigeria
9.75,6.75,Nigeria
9.75,7.5,Nigeria
9.75,8.25,Nigeria
9.75,9.0,Nigeria
9.75,9.75,Nigeria
9.75,10.5,Nigeria
9.75,11.25,Nigeria
9.75,12.0,Nigeria
9.75,12.75,Nigeria
9.75,13.5,Cameroon
9.75,14.25,Chad
9.75,15.0,Chad
9.75,15.75,Chad
9.75,16.5,Chad
9.75,17.25,Chad
9.75,18.0,Chad
